Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","69.69","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","285","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","21.82","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","90","Guin?e","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2849","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","90","Guin?e","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","57.49","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","90","Guin?e","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","141","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","90","Guin?e","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","11.85","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","175","Guin?e-Bissau","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2230","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","175","Guin?e-Bissau","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","43.28","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","175","Guin?e-Bissau","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","146","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","175","Guin?e-Bissau","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","8.4","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2940","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","87.15","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","537","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","37.99","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","93","Ha?ti","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2159","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","93","Ha?ti","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","47.65","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","93","Ha?ti","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","169","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","93","Ha?ti","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","10.94","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2678","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","62.28","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","326","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","21.3","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3391","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","89.48","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1107","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","50.26","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","25","?les Salomon","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2411","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","25","?les Salomon","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","52.85","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","25","?les Salomon","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","202","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","25","?les Salomon","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","15.82","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","100","Inde","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2581","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","100","Inde","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","64.87","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","100","Inde","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","298","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","100","Inde","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","15.44","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","101","Indon?sie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2879","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","101","Indon?sie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","67.54","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","101","Indon?sie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","226","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","101","Indon?sie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","24.54","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","102","Iran (R?publique islamique d')","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3005","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","102","Iran (R?publique islamique d')","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","83.12","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","102","Iran (R?publique islamique d')","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","340","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","102","Iran (R?publique islamique d')","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.02","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2615","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","64.77","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","193","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","12.48","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3811","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","111.05","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1010","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","63.35","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","99","Islande","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3637","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","99","Islande","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","143.94","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","99","Islande","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1663","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","99","Islande","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","104.63","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","105","Isra?l","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3558","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","105","Isra?l","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","126.1","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","105","Isra?l","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","853","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","105","Isra?l","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","76.37","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","106","Italie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3505","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","106","Italie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","104.54","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","106","Italie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","842","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","106","Italie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","55.6","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","109","Jama?que","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2770","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","109","Jama?que","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.09","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","109","Jama?que","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","528","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","109","Jama?que","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","38.28","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","110","Japon","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2691","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","110","Japon","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","88.02","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","110","Japon","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","569","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","110","Japon","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","49.17","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","112","Jordanie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2529","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","112","Jordanie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","63.72","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","112","Jordanie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","366","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","112","Jordanie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.15","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","108","Kazakhstan","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3331","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","108","Kazakhstan","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","104.1","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","108","Kazakhstan","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","918","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","108","Kazakhstan","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","56.88","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2205","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","61.19","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","258","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","15.16","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2728","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","84.85","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","589","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","34.9","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3071","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","70.35","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","356","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","35.18","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","118","Kowe?t","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3449","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","118","Kowe?t","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","101.02","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","118","Kowe?t","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","655","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","118","Kowe?t","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","49.41","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2190","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","61.52","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","274","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.03","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3253","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","94.52","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","964","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","55.21","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","121","Liban","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2870","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","121","Liban","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","71.41","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","121","Liban","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","365","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","121","Liban","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.29","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2149","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","42.11","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","125","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","10.66","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3141","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","83.16","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","430","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","31.11","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3410","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","116.04","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","960","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","67.88","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3504","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","108.95","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1184","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","66.55","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","154","Mac?doine du Nord","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3095","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","154","Mac?doine du Nord","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","84.27","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","154","Mac?doine du Nord","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","586","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","154","Mac?doine du Nord","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","36.81","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","1912","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","42.66","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","127","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","8.86","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2931","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.53","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","517","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","43.25","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2600","Fc","Donn?e calcul?e"
