Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","129.45","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1303","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","96.65","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3312","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","107.31","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1058","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","69.17","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3347","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","105.3","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","752","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","41.25","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2958","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","85.96","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","693","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","45.44","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3046","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","92.38","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","686","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","46.4","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2992","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","72.72","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","559","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","38.08","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","45","Comores","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2285","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","45","Comores","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","57.57","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","45","Comores","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","184","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","45","Comores","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.63","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","46","Congo","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2183","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","46","Congo","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","53.11","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","46","Congo","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","222","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","46","Congo","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.51","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2996","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","80.84","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","693","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","46.28","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2841","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","59.27","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","112","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","14.32","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3128","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","93.51","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","954","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","57.13","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3375","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","82.59","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","528","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","34.21","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3421","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","115.38","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1244","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","76.72","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2795","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","65.93","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","201","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","13.01","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2929","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","81.47","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","656","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","45.06","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3307","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","95.52","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","267","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","23.68","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2739","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.77","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","431","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","27.44","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3084","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","80.43","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","512","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","35.71","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2563","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","64.09","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","570","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","32.68","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3348","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","108.54","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","872","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","68.32","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3167","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","102.35","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1106","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","64.92","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2544","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","60.03","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","274","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.2","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3862","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","115.01","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1126","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","75.93","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2439","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","70.55","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","101","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","6.4","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3363","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","104.83","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","871","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","55.87","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2859","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.9","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","517","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","36.24","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3320","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","117.47","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1277","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","73.01","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","68","France","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3532","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","109.73","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","68","France","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1117","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","64.53","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2633","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","78.93","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","366","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","37.59","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2483","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","62.82","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","199","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.45","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","73","G?orgie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2860","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","73","G?orgie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","79.11","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","73","G?orgie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","562","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","73","G?orgie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","33.46","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3114","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","61.76","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","124","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","14.61","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","84","Gr?ce","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3396","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","84","Gr?ce","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","107.35","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","84","Gr?ce","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","843","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","84","Gr?ce","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","62.51","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2479","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","72.51","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","595","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","42.52","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2556","Fc","Donn?e calcul?e"
