Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","114","Kenya","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2205","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","61.19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","48.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","258","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","15.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","16.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2728","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","84.85","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","74.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","589","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","34.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","37.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3071","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","70.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","120.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","356","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","35.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","22.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","118","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3449","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","118","Koweït","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","101.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","118","Koweït","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","110.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","118","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","655","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","118","Koweït","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","49.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","118","Koweït","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","43.39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2190","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","61.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","52.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","274","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","17.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3253","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","94.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","132.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","964","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","55.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","75.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","121","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2870","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","121","Liban","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","71.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","121","Liban","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","90.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","121","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","365","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","121","Liban","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","121","Liban","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","123","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2149","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","123","Libéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","42.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","123","Libéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","45.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","123","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","125","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","123","Libéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","10.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","123","Libéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","8.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3141","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","83.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","124","Libye","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","95.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","430","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","31.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","124","Libye","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","26.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3410","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","116.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","106.89","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","960","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","67.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","65.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3504","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","108.95","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","144.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1184","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","66.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","92.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","154","Macédoine du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3095","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","154","Macédoine du Nord","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","84.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","154","Macédoine du Nord","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","107.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","154","Macédoine du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","586","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","154","Macédoine du Nord","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","36.81","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","154","Macédoine du Nord","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","40.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","1912","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","42.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","23.63","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","127","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","8.86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","8.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2931","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","99.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","517","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","43.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","32.23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2600","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","70.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","54.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","286","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","14.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","24.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2212","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","80.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","49.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","548","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","49.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","28.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2888","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","80.42","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","55.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","234","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","17.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","14.79","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3379","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","105.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","126.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","912","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","60.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","65.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3365","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","99.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","72.08","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","335","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","27.91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","21.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3033","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","87.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","95.33","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","493","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","41.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","27.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2875","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","82.92","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","71.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","440","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","31.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","136","Mauritanie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","26.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3163","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","91.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","102.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","700","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","44.89","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","138","Mexique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2880","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","103.74","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","129.84","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1308","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","73.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","141","Mongolie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","96.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3520","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","111.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","143.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1227","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","67.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","273","Monténégro","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","93.32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","144","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2130","Fc","Donnée calculée"
